City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
213,Pingliang,CN,2022-01-17 00:59:06,35.5392,106.6861,30.76,40,0,2.8
214,Asau,RO,2022-01-17 00:59:07,46.4333,26.4,24.28,56,100,7.81
215,Napier,NZ,2022-01-17 00:59:07,-39.4833,176.9167,73.27,63,23,8.01
216,Birao,CF,2022-01-17 00:59:07,10.2849,22.7882,69.42,25,18,4.9
217,Port Hedland,AU,2022-01-17 00:59:07,-20.3167,118.5667,86.05,66,100,14.97
218,Nara,JP,2022-01-17 00:59:08,34.6851,135.8049,46.49,39,100,7.27
219,College,US,2022-01-17 00:59:08,64.8569,-147.8028,1.9,84,97,1.57
220,Hithadhoo,MV,2022-01-17 00:59:08,-0.6,73.0833,81.19,73,91,7.29
221,Gibara,CU,2022-01-17 00:59:09,21.1097,-76.1317,75.78,74,17,8.72
222,Kenora,CA,2022-01-17 00:59:09,49.8167,-94.4337,19.38,73,100,9.22
223,Nemuro,JP,2022-01-17 00:59:09,43.3236,145.575,30.63,100,100,17.31
224,Pocone,BR,2022-01-17 00:59:10,-16.2567,-56.6228,78.85,61,86,6.44
225,Saint-Augustin,CA,2022-01-17 00:59:10,51.226,-58.6502,-7.44,88,0,5.97
226,Fare,PF,2022-01-17 00:59:10,-16.7,-151.0167,80.01,78,100,12.68
227,Am Timan,TD,2022-01-17 00:59:11,11.0297,20.2827,69.78,20,53,7.78
228,Areosa,PT,2022-01-17 00:59:11,41.7178,-8.8571,52.86,80,89,5.97
229,Svetlyy,RU,2022-01-17 00:59:11,54.675,20.1347,41.05,79,100,31.76
230,Bandarbeyla,SO,2022-01-17 00:59:12,9.4942,50.8122,74.55,68,100,10.45
231,Caravelas,BR,2022-01-17 00:59:12,-17.7125,-39.2481,76.42,87,0,5.73
232,Gitarama,RW,2022-01-17 00:59:12,-2.0744,29.7567,60.26,89,100,3.09
233,Korla,CN,2022-01-17 00:59:13,41.7597,86.1469,22.69,56,0,5.53
234,Boca Raton,US,2022-01-17 00:55:55,26.3587,-80.0831,66.0,91,62,13.2
235,Sakakah,SA,2022-01-17 01:00:14,29.9697,40.2064,46.87,75,45,6.53
236,Aykhal,RU,2022-01-17 01:00:15,66.0,111.5,-17.59,100,99,13.44
237,Benghazi,LY,2022-01-17 01:00:17,32.1167,20.0667,53.6,68,6,5.44
238,Chokurdakh,RU,2022-01-17 01:00:19,70.6333,147.9167,-42.3,100,76,6.04
239,Anloga,GH,2022-01-17 01:00:19,5.7947,0.8973,80.4,83,90,10.8
240,Abu Dhabi,AE,2022-01-17 00:58:07,24.4667,54.3667,71.62,66,0,3.0
